,AAPL,AMZN,BTC-USD,GLD,GOOGL,JNJ,JPM,META,MSFT,NVDA,QQQ,SPY
2022-12-23,0.09779390810986303,0.13062951875393217,0.14180890122968065,0.015441814303212282,0.10047902995822024,0.022246418158067723,0.04793275843172583,0.13869683399008212,0.08196735643139678,0.0920402959997572,0.07443088324122633,0.056532281392835636
2022-12-27,0.09758441487266532,0.10058403341015798,0.13451033817744967,0.008933316251115273,0.0911009220798763,0.02421745103401144,0.05297173309988923,0.13333300164084122,0.08617232402259403,0.1279681059382528,0.07917208693824478,0.06345227253490195
2022-12-28,0.09073602657502101,0.11592946061958183,0.1228631828651575,0.023370984515773487,0.09578938922681617,0.026099704744134356,0.05730646304786591,0.12638450589259026,0.08692508432503199,0.10933447173587171,0.0822597922713705,0.06300093418078528
2022-12-29,0.08385486273688154,0.16468903413655797,0.1603328552501764,0.011192818078100512,0.10118440389730914,0.01618244259035615,0.06721224459572989,0.1565916681925126,0.08073057316115256,0.04329981929354634,0.06939519922933074,0.045334078838346135
2022-12-30,0.10112200298882035,0.1425428683647395,0.13630020306909435,0.01162913336558031,0.10760433742163547,0.02326961568857681,0.059858162431406646,0.15570868887965533,0.08501182919226583,0.03766285085292273,0.08030765032698339,0.058982657418319276
2023-01-03,0.06846240227248387,0.1547753245669422,0.14595760240776437,0.0,0.11493822655922928,0.0,0.062299346915016804,0.16481799815740159,0.08794267358307184,0.06171494998012384,0.07967031140445198,0.059421164153514214
2023-01-04,0.08314883047502399,0.13122870462796182,0.16569011073466722,0.01020651678940946,0.10306777561870327,0.00928984465182938,0.07120856828688507,0.19423181531750985,0.060359037247668376,0.030473873832540875,0.08292306341071698,0.058171859007083715
2023-01-05,0.0986180366077626,0.09100381334101516,0.1555955924239309,0.016244918289438987,0.08718059995493584,0.024270695613867004,0.07152779056209119,0.17929957635018123,0.08696920935208466,0.053524527169827855,0.07625875646241641,0.05950648387244819
2023-01-06,0.10986233979381028,0.11915663464580144,0.18467438825890153,-0.048703812331589755,0.1087921782326625,0.0,0.05982608065051814,0.18361311043127612,0.08080715715840114,0.0,0.06576919270811378,0.03879510578892532
2023-01-09,0.11272382080572564,0.14019669303650184,0.15936542862143524,0.0,0.10769626914934749,0.009260698030024054,0.06420664680386821,0.15087088767143203,0.07308469298940821,-0.034185523811623625,0.08700868926384069,0.06140064981679298
2023-01-10,0.10636576152238918,0.13693510286203164,0.16784034452923638,0.0,0.11294823764057149,0.012317497667864727,0.044743368776996945,0.1345523442688442,0.08466057153318089,0.054199258528693395,0.08812141472863314,0.057316097941558036
2023-01-11,0.09904647288108154,0.10848153391399884,0.16334995849432563,0.0,0.10623805248156286,0.020087843003882312,0.047881163631166936,0.14454987834682084,0.08644094502079878,0.08440801846713582,0.08317785990566096,0.056338273853565476
2023-01-12,0.09607541889088693,0.12643619388692567,0.14903015505036615,-0.016037347302834414,0.10741061664990659,0.028584253606634354,0.04387109792017193,0.12180600885241152,0.10287176545431848,0.06599840457386072,0.08346604915966721,0.05841268865201581
2023-01-13,0.0955301926469343,0.06598429256938158,0.16651124150361432,0.0,0.10106921510912795,0.03887800564541642,0.013584180345260908,0.16382120621319624,0.1102181811418955,0.11059987214470916,0.07893378023542819,0.054869832445035426
2023-01-17,0.10814427330958798,0.09206052364865534,0.133609674350524,0.014482520324270337,0.09918529556668187,0.04717358184579327,0.04342335595780163,0.142249384082954,0.10332726932259391,0.08596792824567501,0.07833409138698048,0.05204210195848216
2023-01-18,0.10965172301028303,0.04877612294324494,0.1562731375442484,0.0,0.10016419839727522,0.06330266331558833,0.022233124540996477,0.14735835714377288,0.08984226101034246,0.15886006115773485,0.06350908006330584,0.04002927087320757
2023-01-19,0.10977070858323607,0.07907261151824127,0.06521885807136635,-0.0540336059924557,0.12627248600709778,0.07356717540396253,0.0471681923212563,0.1631742796911196,0.08868177501395248,0.08536135856769606,0.0609691421554642,0.046709806674151665
2023-01-20,0.14639323987757583,0.04892540411259795,0.07601051458122945,0.0,0.15571588589222396,0.09674632241032805,0.04861668976687334,0.25,0.05972223208040207,-0.01998304356454171,0.050876725808579625,0.03876834551648019
2023-01-23,0.10775630652980388,0.10989419233707619,0.11605199010967339,0.0,0.1425078477228693,0.05528548558373595,0.02111296598931983,0.15924427035760397,0.09500468161680636,0.043282955846599816,0.08826118312607814,0.06159812078043315
2023-01-24,0.11934211275692015,0.07538874065857391,0.06680276351430632,0.0,0.07058981075957017,0.05991551876803601,0.04913942769211526,0.17040093351279773,0.09690385706291066,0.12821273646231468,0.09558914418877207,0.06771495462368304
2023-01-25,0.1163257429013341,0.09997415294212493,0.06050537824953317,0.0,0.040947981814819644,0.08262553731427737,0.0826850887716244,0.15882216510538197,0.10512470484734214,0.09025502540052871,0.08570985352105316,0.07702436913198041
2023-01-26,0.10331176913499218,0.14383477437302075,0.13208124418194583,0.018254550246337296,0.01803544399962119,0.08728697822475594,0.08484738128578836,0.08256517827757844,0.07700289545917723,0.10027424243177646,0.07733397815831605,0.07517156422669005
2023-01-27,0.1039370781796472,0.13233913785254892,0.07576436090577467,0.0,0.08824065288165323,0.06382863138117767,0.06110096191616553,0.10783915846822205,0.10863236738689656,0.09428553041619701,0.09652393981114929,0.06750818080056788
2023-01-30,0.08045481050491346,0.14483774871180768,0.11906251005048989,0.01669394799528369,0.08918747474906118,0.058301930081175436,0.06707592978795142,0.12741885587462518,0.08120034942919524,0.09144530241408814,0.0642692702877247,0.060051870113683986
2023-01-31,0.10689934343099594,0.14251746237277985,0.16606386005878448,0.0,0.0840926244854927,0.08393651247024536,0.07758201658725739,0.10314006358385086,0.08246729522943497,0.03624599799513817,0.059075117111206055,0.057524796575307846
2023-02-01,0.12572527588683516,0.1455230061821952,0.12224905098467712,0.0,0.11827974552916357,0.07442701952964006,0.05369658515156751,0.06781997289798455,0.11475583505382586,0.02112948710227982,0.08228693042972854,0.0741070912521026
2023-02-02,0.11123024723572646,0.058804417968531184,0.1326761215918843,0.022097733209499225,0.029405236339873145,0.08846001285030179,0.047706857924962244,-0.07629671261000966,0.09999885705926145,0.15625251678673144,0.09744079509976004,0.07963049132345906
2023-02-03,0.16117258354478367,0.0,0.09209755592825526,0.04362462060725742,0.09388618837749838,0.07391687540732551,0.014648806894018453,0.20580593982599196,0.08160021242462348,0.11027029579458239,0.07404575626914722,0.04893116492651623
2023-02-06,0.14041591828028133,0.023800233747016827,0.14131956445411945,0.043258252046810906,0.05611141921178463,0.11927681563257542,0.06248807202462034,0.1085227143521136,0.06160418916094475,0.12445221952838785,0.06028724310981433,0.05846335845153039
2023-02-07,0.1106896698474884,0.062283530831336975,0.049657244235277176,0.05892675742506981,-0.053920648992061615,0.16959644854068756,0.08116602897644043,0.14309905469417572,0.0,0.116661936044693,0.041351448744535446,0.04962076246738434
2023-02-08,0.09147164013313443,0.07532954234281482,0.05368425334137716,0.037202907411971325,0.0,0.11240803271363377,0.052924497117573875,0.13938177977523816,0.13664291078762858,0.1857675907358799,0.0640187524732055,0.05116809316754248
2023-02-09,0.06697091665599905,0.09878807740066704,0.1343011188262335,0.05662742916476875,0.12070892890486633,0.10301431735438675,0.04190279299419818,0.07052930318696761,0.0744346724221757,0.13562558472611128,0.050852620539768974,0.046244237823856844
2023-02-10,0.08177976070740033,0.10709385717473952,0.1383426529641832,0.05572137751128946,0.10889885317190978,0.12141464496917266,0.0,0.08070564437346352,0.06732374598983784,0.13334379727442988,0.06232975790528414,0.04304590795828971
2023-02-13,0.11594908684492111,0.06480517238378525,0.07131890952587128,0.08720473945140839,0.11662213504314423,0.18478728830814362,0.0,-0.04169042408466339,0.02545817196369171,0.0484512560069561,0.033525753766298294,0.04784227907657623
2023-02-14,0.13406234219588078,0.08563952771240264,-0.024391262399800794,0.06400101007637424,0.10749330691759583,0.1444021038565008,0.05237432845254708,0.056619166490798005,0.15269668868861033,-0.030422427860822616,0.07345418133510147,0.07444365401356542
2023-02-15,0.08158659126957249,0.06294467193719343,-0.25,0.0519326380784616,0.05057011420640115,0.074638734626304,0.048804574984925575,0.06053915938187128,0.07946546045565366,0.11677807002774525,0.06377362700472161,0.05021551215505278
2023-02-16,0.10109384140965376,0.10516579186740196,0.017357202368251057,0.05930493759964434,0.10404825328199034,0.10827579029526642,0.05440984804653302,0.10523075703053127,0.07656271816528422,0.13545074725822698,0.0743690792492205,0.05873103342799613
2023-02-17,0.08997694104136097,0.11971830250670963,-0.05598329906654872,0.050796967893699654,0.12932174725384546,0.09602407272597419,0.03385603250478512,0.06484920154642455,0.0887874552481983,0.139988229264875,0.07525402964754889,0.055443721300029516
2023-02-21,0.08103866372076303,0.11856868998448727,0.06553631203207708,0.05408350784714606,0.12836400373806056,0.07861048887543412,0.04585664559579411,0.051114217912201165,0.09329519806856827,0.1426734373714311,0.08028590472535072,0.060572930128686545
2023-02-22,0.07383090243472754,0.08080092576511028,0.08891260034065267,0.06340695788377165,0.12609496659639755,0.10392761846881733,0.058080100264799026,0.0670773862544948,0.09858552811924123,0.10385704494520089,0.07129562250557527,0.0641303464212118
2023-02-23,0.06717403087661099,0.07287340413418389,0.07617145474890356,0.059451174344088815,0.11948242730614701,0.1156234132869922,0.03776162197226265,0.0481899671957145,0.0740232111340345,-0.22192866658010282,0.04938277494221708,0.05793785347874198
2023-02-24,0.08745018341041606,0.1050531735278459,0.09931814345173559,0.0689227769190779,0.13138942081069027,0.10684001037462502,0.04643575326786106,0.06813324871604474,0.09709542227004933,0.03616827997966205,0.07781556974298383,0.0753780175290082
2023-02-27,0.07932159226099358,0.09897864710265382,0.014662544639394428,0.06514886837449248,0.11378179518057707,0.1260560774673455,0.0630571807692459,0.08037018666090616,0.11084473969275148,0.09918041757714897,0.07113766787349937,0.07746028240099101
2023-02-28,0.0831475972678035,0.07798490701765902,0.05191633319062716,0.06952594628107986,0.10400606919228071,0.12034298013966621,0.06777511100346363,-0.027468086099936357,0.10834111860243156,0.13298284634000823,0.07409936848033703,0.08240963638470673
2023-03-01,0.09362256786764621,0.10086167352652288,-0.01681457449059494,0.06950945714616666,0.09738302586322062,0.1315633007674492,0.06214235966821248,0.021539653168935684,0.11260767430701928,0.13301139183638114,0.08057952919775951,0.08036479216009136
2023-03-02,0.09338908369831368,0.11287911265398277,0.0479179817595472,0.0906239676543285,0.08802029492339106,0.18101731955630487,0.06247596357561185,0.033944909435246653,0.0855160498949528,0.057375872253862606,0.06878399858411512,0.07805544601034288
2023-03-03,-0.017602110731083014,0.035720765341282934,0.13701565848110034,0.0699712030124239,0.11392767977437071,0.2094461130393976,-0.02573811897820148,-0.14538905588229328,0.08855486341386073,0.06486510736696148,0.02982470323700575,0.06194462074201876
2023-03-06,0.045149230023980795,0.09713431066292527,0.07004376843123765,0.061033487786173346,0.10188220785932695,0.16755558041063695,0.02855924800630588,0.10698010432028712,0.08612831691180665,0.1119357647932031,0.06095387191971217,0.06264410887440414
2023-03-07,0.07598056452273443,0.10319169648259817,0.06741097012906773,0.03380332115548945,0.1064397599761122,0.11531823331093609,0.03542846102019299,0.14146319495041734,0.08968347062147647,0.11624585314226347,0.06513482437543669,0.049899650313275
2023-03-08,0.061207387649881456,0.12036250878839376,0.11036733193657769,0.038258275808114015,0.10771664758535937,0.12592075418073498,0.04858823638021573,0.15401836688253867,0.10122736573641254,0.03585344079746938,0.0532381028884772,0.043241581365825205
2023-03-09,0.060231779634562464,0.09295183151258787,0.14332122739181824,0.0356148219926079,0.09799486724124554,0.09496322736170118,0.07338276518860984,0.12589745547449385,0.07768359412985945,0.09588849193263874,0.05511861679889103,0.04695132134098367
2023-03-10,0.06299014827634637,0.09945375289787205,0.13622818583887403,0.04442697265230768,0.09264452564748817,0.12078447787767957,0.0,0.12069823974221282,0.08258974235685872,0.11269531579760361,0.06508522033995236,0.06240341857280461
2023-03-13,0.018705397786264576,0.08034861677032726,-0.19160375286883646,0.0827145758595228,0.08885101777865531,0.148494877625184,0.07117630392201511,0.09444867025647528,0.03836842212535675,0.08464353523326507,0.04096635800320314,0.05967847177089424
2023-03-14,0.039202493904524065,0.14943381491653612,-0.14534068722802646,0.07983054734898959,0.13824339704080502,0.22023718619838387,0.038622601361663005,0.0,0.0842627362182328,-0.0276686026561308,0.022678041998996108,0.05447989112771216
2023-03-15,0.05445210825443756,0.13563243333615976,0.053900680621794046,0.0,0.1493308594356898,0.12251070217370681,0.055730295272291556,0.14060418815974268,0.11062364467514937,0.05760792624668082,0.060522395799279545,0.059084766025068056
2023-03-16,0.04807140659280616,0.14656925345681315,0.03049412931731428,0.0,0.17390399526668746,0.12561286667421914,0.043439943207896806,0.18003177351425395,0.1075869552179827,0.04331349066529564,0.05036515662063817,0.05061102946609253
2023-03-17,0.05578590941190393,0.11289621706342196,-0.041713322046672954,-0.05935950945932858,0.14837355387770856,0.058665886058970246,0.06646881294311531,0.10253520835409143,0.12663883035282353,0.11939207752502647,0.06366878711373407,0.04450188579320297
2023-03-20,0.03606382403350215,0.08376232358310369,0.18691286766099693,0.031811048380122775,0.12161371174698125,0.09265486872706524,0.07335254623206104,0.06664162582379701,0.06406793878698984,0.14849876367805737,0.05146395278453337,0.0431565285627893
2023-03-21,0.0786544926192316,0.06123600120149391,0.14385255223043486,-0.03572412855669104,0.07364861495836236,0.1462756261224783,0.06064627457666196,0.0972736992904602,0.015499731969108645,0.17478814275730478,0.04596353139673407,0.06643720432103827
2023-03-22,0.06185395088945437,0.0960638035125094,0.13735755113307005,-0.0940035092744539,0.11517894474234877,0.050585988245218594,0.06804009313823935,0.12236556343201914,0.047052494830634436,0.1263620802316787,0.04476080067985976,0.03637521989051351
2023-03-23,0.047498402049316865,0.11707396387004444,0.030158911184250164,-0.04809239789213358,0.06539377971312998,0.12364342579593121,0.13563316310650927,0.14702391422093083,0.034735297230298015,0.20872302194804132,0.0,0.042023722989414335
2023-03-24,0.03721526818996971,0.0896615453309144,0.14461204213151835,0.0,0.10467788135301341,0.10536858134260513,0.08969267908262478,0.12259552251391083,0.07761485796646692,0.1582340025404543,0.03774432052858599,0.03258329901993619
2023-03-27,0.05795289631123154,0.11462007585681662,0.08672361069674209,0.0,0.06645311037729577,0.14582238392591912,0.048490926557917896,0.15022934054693957,0.08358149493513498,0.14143154984233572,0.04999088775495459,0.05470372319471211
