,GLD,HYG,IEF,QQQ,SPY
2023-11-15,0.04562398895243757,-0.15622837224059405,-0.06282795546750876,-0.3116096138182107,-0.42371006952124896
2023-11-16,-0.09743662645277518,-0.1503668291992241,-0.20292212300820472,-0.22616941873049276,-0.32310500260930325
2023-11-17,-0.0019445872198817456,-0.21293092830414168,-0.16234999016710958,-0.25393635453126523,-0.3688381397776018
2023-11-20,0.01970863236089446,-0.1551606316491061,-0.13482772326526352,-0.32830268058453443,-0.36200033214020144
2023-11-21,-0.18085722781181982,-0.21525648934380406,-0.18113931494811894,-0.12146979646273035,-0.3012771714335267
2023-11-22,0.03162086802612498,-0.2199079655574716,-0.15725959393259265,-0.239393781556924,-0.35181779092688686
2023-11-24,-0.16019309460412431,-0.23807979089592968,-0.1137265041087126,-0.14556681005866923,-0.3424338003325641
2023-11-27,-0.17356673880116757,-0.27472590123651436,-0.35847758063520596,0.0005726623240009469,-0.192657117003111
2023-11-28,-0.29095293375833636,-0.2788050399156853,-0.23565103464398185,-0.03726336573712986,-0.1573276259448666
2023-11-29,-0.13286228751225537,-0.3682002696458856,-0.31051869018884987,0.10864645467257121,-0.07977229798043792
2023-11-30,-0.047796441508600615,-0.326859931694533,-0.1572932030693029,0.26499688114817366,-0.20305354257938985
2023-12-01,-0.29617803349390504,-0.2687440919330024,-0.2449570519626704,0.10565843590222548,-0.08446238670819654
2023-12-04,0.2997099581636063,-0.15628155399831664,-0.08154271126065687,0.35833038913133564,0.10413538744608465
2023-12-05,0.10633561140002498,-0.19579612467643326,-0.2522813915087885,0.31138622707083485,0.13420064534391848
2023-12-06,-0.02924035673603325,-0.16194270290607654,-0.17791967977765377,0.42222302281916474,0.2086742377610717
2023-12-07,-0.06786304076758996,-0.4988958116576753,-0.28339663781439517,0.14565979752241243,-0.0041847122379271955
2023-12-08,0.3305191065595838,-0.24627822634924615,-0.07020380957944758,0.2822683544638561,0.07073050304786653
2023-12-11,0.35351602623943,-0.21235019363939278,-0.15195033254095053,0.1740839309926755,0.10809951658755114
2023-12-12,0.1813271828154116,-0.326283523128166,-0.22951113777730572,0.1656479213691444,0.09723023490997224
2023-12-13,-0.21551304219830628,-0.35689270492079733,-0.30365439995625687,-0.01756339817653608,-0.10637645474810332
2023-12-14,0.03515312521977852,-0.3082602242661792,-0.3192281350854991,0.2765921669580647,0.06076634847047838
2023-12-15,0.3967534619980808,-0.20456960718950898,-0.15630487480628694,0.09366152249550871,0.14871053351061453
2023-12-18,-0.002167282359041799,-0.553267059360741,-0.2774709660907163,-0.01866799370588617,-0.1484266984836147
2023-12-19,-0.07685733549624486,-0.46239489645452225,-0.3192852501854788,0.016407269180906535,-0.12505524868284756
2023-12-20,0.15213805494713672,-0.1136806378453971,-0.13064579138473717,0.32713469921980426,0.27640081660292476
2023-12-21,-0.13885625313897135,-0.4360490287353474,-0.19653652945546504,-0.10722129281071853,-0.12133689585949765
2023-12-22,-0.04143649013582259,-0.298664861176053,-0.1857795505485879,0.28804221233139027,0.1860768858081462
2023-12-26,-0.18621094940789873,-0.37800106128105987,-0.22472052203420353,0.11427143570020788,0.09679603157662994
2023-12-27,-0.05841465465585041,-0.2791062671376765,-0.2731595500063255,0.21703393370564103,0.17228559449450656
2023-12-28,0.16216536599922948,-0.21388069166111276,-0.0809447079333777,0.3152854756450416,0.22772375876123857
2023-12-29,0.059196426680988595,-0.1355175224175428,-0.0726420570433472,0.41240706302193114,0.32023693083619015
2024-01-02,0.042213587732986814,-0.10175305038273375,-0.03257019860577529,0.5391681055985826,0.2842950576799215
2024-01-03,0.13658749662670797,-0.0558927179783016,-0.06952133701847535,0.42307313411302216,0.314925314263493
2024-01-04,-0.001602153551096735,-0.09876889612545235,-0.0041691143422050055,0.5281692325236667,0.36729060345757936
2024-01-05,0.0032400762068693053,-0.1841673579754126,-0.048936263911358184,0.4528674606506313,0.3107888412557287
2024-01-08,0.20158816596932752,-0.31160654866135123,-0.1835840467724634,0.1730482461196737,0.13017299247718422
2024-01-09,0.035391757547964996,-0.17628306715923833,-0.08388758431107031,0.38076403632484485,0.3236735546568816
2024-01-10,0.06164540806836642,-0.2558653168259324,-0.09922779475939487,0.3404534636641291,0.24280801668217716
2024-01-11,0.015634292221785858,-0.19070139505050243,-0.15646194992312268,0.3349514354641699,0.30225092734041903
2024-01-12,-0.12487611796033976,-0.16494814844515499,-0.1288925304101834,0.3210245881602065,0.2602586150241154
2024-01-16,0.1835618824952554,-0.08355066376036703,0.02587857449587641,0.3441831874950265,0.36282569175347473
2024-01-17,0.19296068364852054,-0.07528296487733566,-0.03390966601720687,0.3612446938156877,0.33660199164124915
2024-01-18,-0.24642210938258588,-0.41881748596084817,-0.1661440955340704,0.012295444753666028,0.1563208643688295
2024-01-19,-0.07865368099705043,-0.3985875611051872,-0.21833076178496297,-0.27889893431914875,-0.025529061793650595
2024-01-22,0.13988495774131615,-0.2502233937814264,-0.20949556865456256,0.19625120208383268,0.20414487773886222
2024-01-23,-0.18547460504917893,-0.4490318074066374,-0.2155403314030651,-0.012028165010381685,0.13792509113073698
2024-01-24,0.2532658192081633,-0.34906907489282507,-0.15740657605612884,-0.166063820468517,0.07419470937436572
2024-01-25,-0.12035685637021636,-0.4388773723127518,-0.28509276492785257,-0.05470707509148444,-0.10096593129769486
2024-01-26,-0.015848431450927944,-0.4077069066304305,-0.23694814462416894,0.25678170989835264,0.08271480739611987
2024-01-29,-0.1548794431034291,-0.2563305434962434,-0.26744622241881977,-0.17470100221077212,-0.14664278877073567
2024-01-30,-0.09200641152178311,-0.29315630813615806,-0.285385584553567,0.30477294725186055,0.024678748536631268
2024-01-31,0.025482378957077344,-0.06270634865261618,-0.17316300307704294,0.4235248869931807,0.3151233823200829
2024-02-01,-0.2436642464169004,-0.3047101114288815,-0.2702228638314797,-0.024581207193686873,-0.15682157112905148
2024-02-02,0.061542403844337665,-0.30602709493447167,0.01908423110208152,-0.2960827657313056,-0.31726350438780354
2024-02-05,0.003995546299415617,-0.39515096006786316,-0.019714462479960282,0.38408006823218904,0.19705896292057193
2024-02-06,-0.16878613458168182,-0.3001333806036751,-0.2598391693167369,0.26134671551568023,0.009894599982225834
2024-02-07,-0.12761587314592518,-0.390513849429721,-0.20404590768453051,-0.06164952130317802,-0.21617484843664536
2024-02-08,-0.14764293482064492,-0.4374132572363559,-0.20381487884973887,0.17333424489456264,-0.03779468419869774
2024-02-09,-0.03922977896202814,-0.4240663413303232,-0.20715711167694772,-0.12559118447378564,-0.20395558355691532
2024-02-12,0.0021090541950838874,-0.3078945302182185,-0.2808177728582555,0.38306848376133146,0.02611015896711076
2024-02-13,0.17803660595800985,-0.08878217943679104,0.02793765588920615,0.4293594185819907,0.2758841401340022
2024-02-14,-0.02892319297233731,-0.4646798908528743,-0.3483237629160845,0.04945641782202895,-0.10861673543667484
2024-02-15,-0.18067475411640838,-0.33450919427194187,-0.23976591606940365,0.2039599677534561,-0.04109016778879008
2024-02-16,-0.11730952659360104,-0.1762257843479948,-0.0825969929223609,0.42719700370020974,0.19667069243583363
2024-02-20,-0.12952545371781124,-0.1953129284743692,-0.1403113196867332,0.3430196077469114,0.19183069037417494
2024-02-21,-0.08850360338843913,-0.2008053165206542,-0.10837726080625242,0.4391978321569346,0.16311598712771966
2024-02-22,-0.11310441581104834,-0.30125619646870383,-0.17065588287438563,-0.19397445645434688,-0.2210090483915154
2024-02-23,-0.15779467459894636,-0.18909823466188952,-0.19856073721774492,0.3375811361227544,0.11696521739866474
2024-02-26,-0.07256482378666253,-0.18467326984528235,-0.15642122248696771,0.35506637699662796,0.2312743068844593
2024-02-27,-0.15027054733801157,-0.3436160754172157,-0.19817573689917956,0.23656647431984676,0.07137116602574636
2024-02-28,-0.11237406840054243,-0.18112946376687347,-0.19701223297537865,0.3504245013479793,0.159059733509226
2024-02-29,-0.2542928493474926,-0.2986946860067918,-0.25456504225719384,0.11575154618720455,0.07669587620131722
2024-03-01,-0.4183241085566967,-0.2512506836085217,-0.23173298755804134,-0.051244585159492796,-0.04744763511724742
2024-03-04,-0.3960954767681955,-0.19813468456241326,-0.14575562926769234,0.17966856836752684,0.08034564103417215
2024-03-05,-0.16622275228018168,-0.10423533459617541,-0.16012395746809108,0.35484708439759133,0.21457087125796048
2024-03-06,-0.339391652220065,-0.2474740767765314,-0.22805708689034487,0.12657728783110614,0.058499896281952395
2024-03-07,-0.3827894367231836,-0.27355775286751527,-0.2654852540155709,-0.03968534561794526,-0.038482210775784904
2024-03-08,-0.2529560007313251,-0.14496493640212021,-0.1408946503925105,0.30780426377997167,0.15338014869407254
2024-03-11,-0.24609129821136283,-0.19152551363799827,-0.1637808212698916,0.2664017994382742,0.13220056744247313
2024-03-12,-0.13878593989002114,-0.43894612036660874,-0.27654647719718284,-0.027119132247590116,-0.11860233029859707
2024-03-13,-0.26378269501384016,-0.203236822105545,-0.1504374098398438,0.2794206571779065,0.10312241586286434
2024-03-14,-0.15828276521280565,-0.20508215716782227,-0.11550614719632338,0.34369301478391623,0.1774359156391325
2024-03-15,-0.08256201437843853,-0.17759920302307514,-0.1344611485571438,0.3903147779337887,0.21506285610755382
2024-03-18,-0.19670290822548234,-0.33472565217537215,-0.2210650998508362,0.17158276080099677,0.07592357894731246
2024-03-19,-0.09118100082722656,-0.31527315189904753,-0.25148618534109546,0.27093105764898684,0.07112860428364358
2024-03-20,-0.31151126552412906,-0.325352846798978,-0.2570568361795396,0.08290075049650972,-0.023178301000843667
2024-03-21,-0.08066693115444842,-0.3406651151432128,-0.2845630232721972,0.22235954821603388,0.07174538221410766
2024-03-22,0.13429214710709306,-0.20361734411023089,-0.25887447218380166,0.22893509852694818,0.1742809380719262
2024-03-25,-0.10010754697294935,-0.26016012145982603,-0.190749602315299,0.2799994372245358,0.16898329202738985
2024-03-26,-0.05640025943577204,-0.22492672690671692,-0.22974467525840686,0.294620360880748,0.19430797751835618
2024-03-27,-0.15226372098975402,-0.3709360913128047,-0.30427145607963196,0.14535436871960314,-0.027174362898206173
2024-03-28,-0.22794251997709067,-0.20557628048540602,-0.1908063137646232,0.23932965639800985,0.13634522937487026
2024-04-01,-0.3175129463651935,-0.27191697860601055,-0.10449525752547234,0.14551725342012933,0.16055756408319405
2024-04-02,-0.2386704933085098,-0.16613370273957453,-0.12596755268538812,0.2653434699824884,0.2038847812840392
2024-04-03,-0.2204840993699493,-0.2437055456564369,-0.20801088340154597,0.1672174236326954,0.16058204793937245
2024-04-04,0.028801486796228397,-0.13418200499220653,-0.15226459570039,0.3644752693802156,0.3202766431309595
2024-04-05,-0.4913031685316452,-0.31541063318959983,-0.1414139515976823,0.014912512157412275,0.03695973452366053
2024-04-08,-0.20720584240286447,-0.2776122570651795,-0.16244105507799977,0.17683054513047175,0.1759103003234844
2024-04-09,-0.16827453523561536,-0.24760800060157767,-0.22929778373225307,0.1503558616062079,0.20446381882434594
2024-04-10,0.06381255634976638,-0.12036483739679635,0.02499104616796007,0.3628418350571259,0.42798972502835125
2024-04-11,-0.40573209959290635,-0.22727104082378227,-0.15621979795923283,-0.09698792049773487,0.1137891411263436
2024-04-12,0.134076282085022,-0.11548202889179263,-0.12566752355194938,0.2988150361342241,0.3259591293370119
2024-04-15,-0.20327484157826892,-0.08182646766891656,-0.03916937884710829,0.3328666110935658,0.3428627008121405
2024-04-16,-0.02850823832133879,-0.17314528778552823,-0.10311778879833602,0.2853606281742372,0.40986805692055966
2024-04-17,0.10694829259636807,-0.12104250069690341,-0.13586089104308977,0.3295826326525542,0.30656568301108444
2024-04-18,-0.02315381041711041,-0.20756794807844914,-0.10654329578071729,0.3406015827566458,0.32213336296707734
2024-04-19,0.00808993484295447,-0.1435809791229715,-0.10753594661342124,0.4328211299759525,0.30797200944470027
2024-04-22,0.35481326338259267,-0.2346018104719796,-0.1387062656678522,0.15104152614784763,0.1208371343297279
2024-04-23,0.24837905769499885,-0.3383326600766403,-0.23068301371801475,0.10619089323940423,0.07641437527094197
2024-04-24,0.2601863950118617,-0.1969641642849216,-0.13153622787702537,0.2109125969187477,0.20040061590744362
2024-04-25,0.154409842870531,-0.21477514415418547,-0.13058821555380243,0.2943380503516717,0.20588874706980947
2024-04-26,0.22138199290409077,-0.30982651588179816,-0.24847217151498455,-0.12795690245355132,-0.09236241724557509
2024-04-29,0.33111292768111056,-0.3102885968076721,-0.274384060119231,-0.018121386955306382,-0.06609302843667979
2024-04-30,0.43024545171744355,-0.0691961173333366,-0.07402065802667811,0.2439724884690617,0.18256528445347997
2024-05-01,0.15618122784313174,-0.3370776201493515,-0.28758789732962314,0.1685650264070205,0.05058822827087327
2024-05-02,0.25456592776620385,-0.2542339725592291,-0.2206651198701303,-0.13585230008070232,-0.1346826797237344
2024-05-03,0.2038364309790654,-0.1913239676451314,-0.19240797790050415,-0.2314558724183799,-0.18097575105691915
2024-05-06,0.08217646371197111,-0.2085863191006402,-0.19077410341768622,-0.24889831585163683,-0.26956479791806554
2024-05-07,0.2750743639384671,-0.1849665997664699,-0.20419994268786673,-0.14739645344173194,-0.18836264016546414
2024-05-08,0.2452316437891046,-0.17918275631432495,-0.16196115166193048,-0.18503875558388375,-0.22858569265075632
2024-05-09,-0.026169449373708985,-0.19809632320008158,-0.22718311610520245,-0.22776687983881908,-0.3207842314821878
2024-05-10,0.019183328321529185,-0.207266576733214,-0.17491851642753967,-0.27974120997273455,-0.31889036854498254
2024-05-13,0.2366427573692082,-0.1632066109012909,-0.1727853818920926,-0.20492415448465473,-0.2224410953527535
2024-05-14,-0.00011171866721770389,-0.20286714062607544,-0.21290101071850442,-0.28294998438996827,-0.30117014559823413
2024-05-15,-0.05439773962558732,-0.17670736420205568,-0.18725968783306554,-0.29214192503185554,-0.28949328330743584
2024-05-16,0.12517135313534772,-0.18153685302704037,-0.18241210916239256,-0.2372747341505505,-0.2736049505246688
2024-05-17,-0.1715092470179813,-0.19103077073559815,-0.14614374923820778,-0.22007038749435615,-0.27124584551385666
2024-05-20,-0.04962600519188908,-0.2059579315756209,-0.17027583186441045,-0.31102531787840215,-0.26311491348967764
2024-05-21,0.04573083480549475,-0.19567508507496847,-0.23143408372977983,-0.24465410624462833,-0.2825058901451286
2024-05-22,0.30876997039881177,-0.17393576196307894,-0.17304098104495108,-0.18033852375300874,-0.16391476284014952
2024-05-23,0.4833475912867882,-0.19584512350515,-0.17740889552886743,-0.09231930362246434,-0.05107908605673017
2024-05-24,0.09445967750845272,-0.2487996079164138,-0.2048018599157448,-0.24593494413255124,-0.2060039105268375
2024-05-28,-0.05791703743312749,-0.26732538525196464,-0.1942251890480157,-0.28994610968315526,-0.19058627858373678
2024-05-29,0.409881506110981,-0.2652256803985481,-0.18371417555135985,0.05766293356236444,0.08351570437674671
2024-05-30,0.12828014107594238,-0.27418310739302304,-0.26199340764620377,0.1967046029465624,0.13883874093826845
2024-05-31,0.26158091975622305,-0.2675672349624082,-0.25664434302204026,0.13005875740821154,-0.08414874485111698
2024-06-03,0.054165502146284426,-0.36419574526274656,-0.3998595661387483,0.08475476836430186,0.09702441808791895
2024-06-04,0.3490187592284248,-0.18573327506648743,-0.25431258978768223,0.12898462635109853,0.08195074956630699
2024-06-05,-0.03886882048570962,-0.29581562945263223,-0.27607624274231896,-0.22612772903952466,-0.1631115782798146
2024-06-06,0.021662053955136814,-0.37926555726003014,-0.37622826768799145,0.18219804494907518,0.040646076147766386
2024-06-07,0.6610950244539776,-0.2146114917217744,-0.06729992239901912,0.04080166379921357,-0.016191897626015153
2024-06-10,0.06745654473919303,-0.48762431434492504,-0.3246999693159501,-0.007876907043077001,-0.11234226455685487
2024-06-11,0.25337261980574033,-0.33182387923408707,-0.3629350292711134,-0.03222401828650955,-0.019644453402549573
2024-06-12,0.14359691110512832,-0.28142567699323884,-0.26364407686054064,-0.16836349524577315,-0.142969839795319
2024-06-13,0.39642437701445543,-0.2167354064017902,-0.2908952354287172,-0.05620428594843857,-0.03974069520659861
2024-06-14,-0.041889832121776396,-0.301313002512999,-0.44719764876784684,-0.1616493050441103,-0.047950211553267494
2024-06-17,0.16247407636493083,-0.2459558538068154,-0.1346311713966859,-0.2531646402335132,-0.20377425819805461
2024-06-18,0.06596840781754017,-0.3698128052946609,-0.3443593551296773,-0.07080630848153073,-0.1490531232765909
2024-06-20,-0.2100575799194015,-0.347421285152327,-0.23974478582857603,0.1598243944731708,-0.042951954626524666
2024-06-21,0.3640407476750631,-0.2913636721274524,-0.22300776807571882,0.1030054399486133,-0.018582372173152315
2024-06-24,0.016203813802248248,-0.2460417964396699,-0.22466212804986088,0.4215140323620468,0.09157822934617406
2024-06-25,0.22466783007956975,-0.40619738902379676,-0.31434319698307134,0.010710828334587676,-0.044080755578974576
2024-06-26,0.2861377513450754,-0.31504279710801913,-0.14952608817038973,0.23047507320256372,0.018818290173952045
2024-06-27,-0.13396450075279082,-0.30018356172082394,-0.25037574989660877,0.24886585180164106,0.06661033582813536
2024-06-28,0.042288971813372045,-0.24511984825809888,-0.11578902476976055,0.41123701714109656,0.18556513801767197
2024-07-01,-0.0709853204420496,-0.4536453626123765,-0.1322049382998132,0.2635903901084376,0.07957398853732298
2024-07-02,0.05629879902272846,-0.4066878920432971,-0.315665122158934,0.19054476525166864,0.030803421523371885
2024-07-03,-0.17095544906957275,-0.3081317430403043,-0.2776865463944375,0.17426670268681793,0.06895955880886757
2024-07-05,-0.2715879832649061,-0.33246987211190104,-0.2906083202621154,0.09093070751587133,0.014403116845206086
2024-07-08,0.2287666065579778,-0.2860832248898653,-0.21490498690868018,0.20111716279414182,0.06912801884933495
2024-07-09,-0.08772098418375142,-0.3322640074732159,-0.232157639494411,0.2681925453363445,0.07966482351227737
2024-07-10,-0.1404646853939194,-0.3965631889203062,-0.28001762543693065,-0.004828408269017769,-0.17812609197982596
2024-07-11,-0.18483579691383265,-0.16642048116696412,-0.15593854309706937,0.368184014314335,0.12462116450779884
2024-07-12,-0.06595053146913647,-0.3561783679567772,-0.2745564681663654,0.2487580318883609,-0.054556600519360024
2024-07-15,-0.1635387225997838,-0.3259997986138512,-0.19282278067426792,0.30351175969327815,-0.014126938418818843
2024-07-16,-0.2901491227155532,-0.2298506822209719,-0.1939222303493929,0.2465155527085123,-0.039562412005569744
2024-07-17,0.005089837763799561,-0.12860425507813736,-0.1149448792938056,0.5562237020092328,0.1951373258550247
2024-07-18,0.01811737804343354,-0.17110238672483333,-0.11779393949335278,0.4751512734526746,0.21783502228570575
2024-07-19,0.1478777657488012,-0.14471570016840746,-0.08827085457234975,0.4313717679561752,0.18776391155426636
2024-07-22,-0.01650060423225997,-0.35025631506945953,-0.20864126460954963,0.3690727043561238,0.05552911173260706
2024-07-23,-0.008248881522667287,-0.17501182142401034,-0.13791039828891094,0.47835674567021946,0.20047215309419206
2024-07-24,0.050194668437508784,-0.07365823749727383,-0.05583711636212839,0.5290533584433642,0.2912566192597248
2024-07-25,0.16052236128305708,-0.0974352045275682,-0.08682340515405668,0.43159082556638717,0.22362820346893086
2024-07-26,-0.024649894423057896,-0.19421396799587967,-0.17006633320481424,0.4453643651053077,0.16570543927094053
2024-07-29,0.0961025124292045,-0.12572442732039174,-0.11590833168859282,0.43452564244590586,0.22773908611590513
2024-07-30,-0.013441160615431273,-0.12754764189820053,-0.11181197406584106,0.5070473896511023,0.2401518337694249
2024-07-31,-0.16104530457639266,-0.2806052537456969,-0.2858753344061414,0.20185904768992408,0.07061505958184493
2024-08-01,0.07997185126753784,-0.07931190483114252,-0.10424541394149152,0.478661851497396,0.2578089784624321
2024-08-02,0.08602211788838152,-0.029858935332969554,-0.12704710794931945,0.4526020500363114,0.30446978879301817
2024-08-05,0.11827116295713017,-0.03147668975015789,-0.060134646523099466,0.4375257061183364,0.35259179465127605
2024-08-06,0.11553255980005565,-0.24859297779552825,-0.08681629968503443,0.33876415610400584,0.2102940066153758
2024-08-07,0.05742157398850235,-0.14669588152386837,-0.07977030121484337,0.4153488280551488,0.3007634152176371
2024-08-08,-0.20944130506808137,-0.4370308993340881,-0.2199587892422869,0.07737736426476992,0.056191642090773625
2024-08-09,0.08268678928812431,-0.17496547251296438,-0.17702210443022273,0.3184079460465396,0.2469176877221489
2024-08-12,-0.1537162377789969,-0.20903744836923324,-0.17927645360686487,0.24497205920576995,0.21299780103913504
2024-08-13,0.07673704382946249,-0.29849442693793266,-0.22971042860537652,-0.24781932886421773,-0.1472387717630105
2024-08-14,0.25270065650230056,-0.3786600329677306,-0.26995089063302635,-0.016916115018439433,-0.08177230487850315
2024-08-15,-0.024515982831627637,-0.20405011956274316,-0.072521672390118,-0.39990497206053677,-0.2990072531549745
2024-08-16,-0.22952341019772934,-0.22135977106040206,-0.14386414529305666,-0.21224015840877902,-0.1930125150400329
2024-08-19,0.029889113868387985,-0.17972921288554472,-0.11664062184558222,-0.37403368096687317,-0.29970737043361184
2024-08-20,-0.022249682785141882,-0.19240661593508543,-0.1769446818303002,-0.33202090595617656,-0.2763781134932959
2024-08-21,0.01930255880121575,-0.1984550165751322,-0.13087654154318457,-0.35764334791413666,-0.2937225351663309
2024-08-22,0.22457150036892726,-0.2700669592073601,-0.10778353665648081,-0.15519737540954645,-0.24238062835768526
2024-08-23,-0.07853007655643676,-0.1959065334005317,-0.13295470534372308,-0.30356878792334996,-0.2890398967759584
2024-08-26,0.012082609609740336,-0.28562212747524546,-0.1708023654847347,-0.1769075537998312,-0.35458534363044836
2024-08-27,0.007510374202996052,-0.25898812638852875,-0.14625033904176732,-0.2867108095037708,-0.3005403508629371
2024-08-28,0.2543395670970138,-0.3371886489183054,-0.19943642568676173,0.013023027931703242,-0.19601233036621585
2024-08-29,-0.02884659321139869,-0.37886607141791884,-0.18679549497407047,-0.13260777517856004,-0.27288406521805203
2024-08-30,0.1533080676172862,-0.22444867666255014,-0.09630403723198752,-0.24366875987706776,-0.28227045861110844
2024-09-03,0.1644009108323092,-0.08366107819600557,-0.12559422544348725,0.40222321059299854,0.2241205749351995
2024-09-04,0.1089624286010351,-0.30747929480216746,-0.25648632848989095,0.2326750522438171,0.09439689586308933
2024-09-05,-0.04071592959679005,-0.3315956439231897,-0.23024406096581124,0.22933601476430107,0.16810835074990807
2024-09-06,0.12569629494278842,-0.10531224531455545,-0.09075536067177029,0.4111837008390917,0.2670523982317941
2024-09-09,0.0537185683256842,-0.35415781184193995,-0.2512553383516755,0.23000163654259032,0.11086664493811006
2024-09-10,0.073873560494873,-0.1803136740652076,-0.21673188201398952,0.2800683772900556,0.2490125061358743
2024-09-11,0.1590780572321243,-0.4104395715051705,-0.2678201001475013,-0.08550774607040884,0.07715452504479506
2024-09-12,-0.2986980356717074,-0.39727256008398387,-0.2434604922306009,0.038754012145219,0.02181489986848872
2024-09-13,-0.16324516819447343,-0.43386815810329726,-0.32147914513950954,0.06046428478057768,0.020943243782142077
2024-09-16,0.03688109650911999,-0.39626507702176733,-0.3103710671142791,0.20822215581159176,0.048260603543242006
2024-09-17,0.1659271632682198,-0.4697095831549025,-0.2924457582769162,0.05603963579544064,0.01587785950452077
2024-09-18,0.18627327653778797,-0.42864699632913583,-0.19962864493452362,0.12583371270337898,0.059617369495173496
2024-09-19,-0.15772380901855362,-0.21620316385446517,-0.1217670370449713,-0.2915363809522713,-0.2127696091297386
2024-09-20,-0.28198247354746864,-0.396421177537443,-0.24721420045151074,-0.0358242913685663,-0.03855785709501136
2024-09-23,-0.05155869558058943,-0.3633813079378094,-0.2577129460850696,-0.1702209119517595,-0.15712613844477205
2024-09-24,-0.25943623677520206,-0.265928602674168,-0.196333279419109,-0.1611200408257766,-0.11718184030574431
2024-09-25,-0.054340128487664285,-0.4517877658380854,-0.22558984864078246,-0.19974933989398774,-0.06853291713948019
2024-09-26,-0.14221679571334717,-0.3100604376851417,-0.18511032313126496,-0.23023843828260715,-0.1323740051876391
2024-09-27,0.1736693707584019,-0.40607714402087336,-0.32829663252763447,0.07591689984217734,0.016039952850912774
2024-09-30,0.1965894398235662,-0.36360407107893117,-0.2059541384128071,-0.10653637177822535,-0.1273159789064702
2024-10-01,-0.10299515082271153,-0.20106481264712045,-0.19407092663324307,0.2995299040758221,0.20233920582110282
2024-10-02,0.03897034602295692,-0.4339386766305504,-0.24116874933051383,0.16715748416953405,0.11876474384644482
2024-10-03,0.0756662489668918,-0.2992136779448741,-0.14241625852279183,0.2684833118451,0.21422050272034215
2024-10-04,0.12296366114169414,-0.6133465572802467,-0.12449345240405202,-0.054869228405578854,-0.08432710076842825
2024-10-07,0.13056526288187384,-0.13401764789589765,-0.07298621313603114,0.36942500872425255,0.2930058673619449
2024-10-08,0.3044982238489444,-0.35062290693970544,-0.21706753030245218,0.051601474412588964,0.07620986449630893
2024-10-09,0.29377454905668476,-0.3126964109460615,-0.14215324976252505,0.1565669531997466,0.09480883703498219
2024-10-10,0.05950679578845603,-0.24326480511301918,-0.16112330224887605,0.2899364438193463,0.24616865303030244
2024-10-11,-0.040252685645305576,-0.37444991714817744,-0.22593488066153158,0.2698354748446329,0.08952704170035251
2024-10-14,0.22713165044613048,-0.40300691219750984,-0.22908062212613536,0.1387262981509853,0.0020545170792390347
2024-10-15,0.07519767728309208,-0.14813972934667066,-0.15635103814794715,0.3874007179534945,0.23291083726879566
2024-10-16,0.03525457511027761,-0.28938070463473686,-0.21457615046031148,0.3510054613287545,0.10978310846591953
